page_title,edits,rank,time
Project:Dashboard/Requested_moves,859,60,2013-07-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,852,61,2013-07-01T00:00:00.000Z
Project:Categories_for_discussion/Speedy,843,62,2013-07-01T00:00:00.000Z
User talk:Jimbo_Wales,843,63,2013-07-01T00:00:00.000Z
Big_Brother_15_(American_season),842,64,2013-07-01T00:00:00.000Z
Project talk:WikiProject_Medicine,817,65,2013-07-01T00:00:00.000Z
Talk:Shooting_of_Trayvon_Martin,810,66,2013-07-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,807,67,2013-07-01T00:00:00.000Z
Lac-Mégantic_rail_disaster,797,68,2013-07-01T00:00:00.000Z
Dresden_Triptych,787,69,2013-07-01T00:00:00.000Z
Edward_Snowden,780,70,2013-07-01T00:00:00.000Z
Template talk:Did_you_know,775,71,2013-07-01T00:00:00.000Z
Talk:Alger_Hiss,763,72,2013-07-01T00:00:00.000Z
Project:Toolserver/status,758,73,2013-07-01T00:00:00.000Z
Project:VisualEditor/RFC,755,74,2013-07-01T00:00:00.000Z
2013–14_UEFA_Champions_League_qualifying_phase_and_play-off_round,747,75,2013-07-01T00:00:00.000Z
Template:AfC_statistics,735,76,2013-07-01T00:00:00.000Z
User:Hasteur/CSD_log,735,77,2013-07-01T00:00:00.000Z
Template:NUMBEROF/data,733,78,2013-07-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,733,79,2013-07-01T00:00:00.000Z
Project:Community_portal/Opentask,730,80,2013-07-01T00:00:00.000Z
User:JamesR/AdminStats,727,81,2013-07-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,713,82,2013-07-01T00:00:00.000Z
User:JaGa/Short_leaderboard,706,83,2013-07-01T00:00:00.000Z
User:AmandaNP/UAA/Wait,693,84,2013-07-01T00:00:00.000Z
Project talk:WikiProject_Articles_for_creation,686,85,2013-07-01T00:00:00.000Z
Shooting_of_Trayvon_Martin,684,86,2013-07-01T00:00:00.000Z
Project talk:Manual_of_Style,683,87,2013-07-01T00:00:00.000Z
User:ClueBot_II/dino,671,88,2013-07-01T00:00:00.000Z
2013_CONCACAF_Gold_Cup,662,89,2013-07-01T00:00:00.000Z
Paris,652,90,2013-07-01T00:00:00.000Z
List_of_works_by_Frank_Weston_Benson,644,91,2013-07-01T00:00:00.000Z
Pacific_Rim_(film),641,92,2013-07-01T00:00:00.000Z
Project:Reference_desk/Entertainment,636,93,2013-07-01T00:00:00.000Z
Project:Village_pump_(policy),634,94,2013-07-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,623,95,2013-07-01T00:00:00.000Z
User talk:Eric_Corbett,609,96,2013-07-01T00:00:00.000Z
Project:VisualEditor/Default_State_RFC,600,97,2013-07-01T00:00:00.000Z
Project:Did_you_know/Good_Article_RfC,582,98,2013-07-01T00:00:00.000Z
Whodunnit?_(2013_TV_series),577,99,2013-07-01T00:00:00.000Z
List_of_Summit_League_champions,576,100,2013-07-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,7770,1,2013-08-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,6428,2,2013-08-01T00:00:00.000Z
Talk:Chelsea_Manning,4129,3,2013-08-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,3624,4,2013-08-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,2850,5,2013-08-01T00:00:00.000Z
Project:Help_desk,2629,6,2013-08-01T00:00:00.000Z
Project:Sandbox,2553,7,2013-08-01T00:00:00.000Z
Project:Requests_for_page_protection,2399,8,2013-08-01T00:00:00.000Z
Deaths_in_2013,2339,9,2013-08-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2322,10,2013-08-01T00:00:00.000Z
Project:In_the_news/Candidates,2318,11,2013-08-01T00:00:00.000Z
Project:VisualEditor/Default_State_RFC,2296,12,2013-08-01T00:00:00.000Z
Project:Reference_desk/Science,2095,13,2013-08-01T00:00:00.000Z
Project:Administrators'_noticeboard,1997,14,2013-08-01T00:00:00.000Z
Project:Reference_desk/Humanities,1950,15,2013-08-01T00:00:00.000Z
Project:Teahouse,1861,16,2013-08-01T00:00:00.000Z
User talk:Jimbo_Wales,1697,17,2013-08-01T00:00:00.000Z
Project:VisualEditor/Feedback,1686,18,2013-08-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1630,19,2013-08-01T00:00:00.000Z
Project talk:Vital_articles/Level/4,1536,20,2013-08-01T00:00:00.000Z
Template:DRN_case_status,1467,21,2013-08-01T00:00:00.000Z
2013_Pacific_typhoon_season,1311,22,2013-08-01T00:00:00.000Z
Project:Reference_desk/Language,1254,23,2013-08-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,1245,24,2013-08-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1205,25,2013-08-01T00:00:00.000Z
Stanley_Park,1161,26,2013-08-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,1147,27,2013-08-01T00:00:00.000Z
Project:Village_pump_(technical),1122,28,2013-08-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1078,29,2013-08-01T00:00:00.000Z
Project:Changing_username/Simple,1070,30,2013-08-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,1066,31,2013-08-01T00:00:00.000Z
Just_Dance_2014,1044,32,2013-08-01T00:00:00.000Z
Project:Open_proxy_detection,1024,33,2013-08-01T00:00:00.000Z
User:Tigerboy1966/sandbox9,1024,34,2013-08-01T00:00:00.000Z
Project talk:Naming_conventions_(geographic_names),1016,35,2013-08-01T00:00:00.000Z
Project talk:Manual_of_Style,990,36,2013-08-01T00:00:00.000Z
Big_Brother_15_(American_season),971,37,2013-08-01T00:00:00.000Z
Project:Good_article_nominations,958,38,2013-08-01T00:00:00.000Z
User:AnomieBOT/SPERTable,956,39,2013-08-01T00:00:00.000Z
Talk:March_Against_Monsanto,950,40,2013-08-01T00:00:00.000Z
User:Snotbot/Requests_for_unblock_report,949,41,2013-08-01T00:00:00.000Z
Project:Arbitration/Requests/Case/Infoboxes/Workshop,945,42,2013-08-01T00:00:00.000Z
,931,43,2013-08-01T00:00:00.000Z
List_of_works_by_Frank_Weston_Benson,929,44,2013-08-01T00:00:00.000Z
Project:Reference_desk/Computing,910,45,2013-08-01T00:00:00.000Z
User:Jamesyons/sandbox,905,46,2013-08-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,895,47,2013-08-01T00:00:00.000Z
Thalaivaa,855,48,2013-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,852,49,2013-08-01T00:00:00.000Z
User:Avicennasis/reports/uaa/report/by5min,840,50,2013-08-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,829,51,2013-08-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),821,52,2013-08-01T00:00:00.000Z
User talk:Drmies,820,53,2013-08-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,811,54,2013-08-01T00:00:00.000Z
User talk:Mark_Arsten,810,55,2013-08-01T00:00:00.000Z
August_2013_Rabaa_massacre,789,56,2013-08-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,782,57,2013-08-01T00:00:00.000Z
Project:Dashboard/Requested_moves,773,58,2013-08-01T00:00:00.000Z
Project:Toolserver/status,766,59,2013-08-01T00:00:00.000Z
Yours_Truly_(Ariana_Grande_album),756,60,2013-08-01T00:00:00.000Z
Project:Non-free_content_review,743,61,2013-08-01T00:00:00.000Z
America's_Next_Top_Model_(season_20),734,62,2013-08-01T00:00:00.000Z
Template:AfC_statistics,731,63,2013-08-01T00:00:00.000Z
Ghouta_chemical_attack,726,64,2013-08-01T00:00:00.000Z
Chennai_Express,724,65,2013-08-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,711,66,2013-08-01T00:00:00.000Z
Edward_Snowden,708,67,2013-08-01T00:00:00.000Z
2013_FIVB_Volleyball_World_Grand_Prix,706,68,2013-08-01T00:00:00.000Z
Template:NUMBEROF/data,705,69,2013-08-01T00:00:00.000Z
2013_World_Championships_in_Athletics,703,70,2013-08-01T00:00:00.000Z
Template talk:Did_you_know,699,71,2013-08-01T00:00:00.000Z
America's_Got_Talent_(season_8),679,72,2013-08-01T00:00:00.000Z
Project:Village_pump_(policy),675,73,2013-08-01T00:00:00.000Z
Roar_(song),674,74,2013-08-01T00:00:00.000Z
Project:Community_portal/Opentask,662,75,2013-08-01T00:00:00.000Z
Talk:Edward_Snowden,661,76,2013-08-01T00:00:00.000Z
Project:WikiProject_Articles_for_creation/Help_desk,647,77,2013-08-01T00:00:00.000Z
2013_US_Open_(tennis),644,78,2013-08-01T00:00:00.000Z
Project:Categories_for_discussion/Speedy,633,79,2013-08-01T00:00:00.000Z
Talk:Paris,633,80,2013-08-01T00:00:00.000Z
User:ClueBot_II/dino,629,81,2013-08-01T00:00:00.000Z
Project:Requests_for_undeletion,628,82,2013-08-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,623,83,2013-08-01T00:00:00.000Z
Spengler's_civilization_model,621,84,2013-08-01T00:00:00.000Z
User:Hchc2009/Sandbox3,606,85,2013-08-01T00:00:00.000Z
Project talk:WikiProject_Articles_for_creation,602,86,2013-08-01T00:00:00.000Z
User:JamesR/AdminStats,601,87,2013-08-01T00:00:00.000Z
User:Hpeterswald/sandbox,596,88,2013-08-01T00:00:00.000Z
2013_FIBA_Asia_Championship,587,89,2013-08-01T00:00:00.000Z
Project talk:Arbitration/Requests/Case/Infoboxes/Proposed_decision,586,90,2013-08-01T00:00:00.000Z
2013–14_Chelsea_F.C._season,584,91,2013-08-01T00:00:00.000Z
Malayalee_House,581,92,2013-08-01T00:00:00.000Z
2013_global_surveillance_disclosures,574,93,2013-08-01T00:00:00.000Z
2013_US_Open_–_Men's_Singles,561,94,2013-08-01T00:00:00.000Z
User talk:Bbb23,559,95,2013-08-01T00:00:00.000Z
Chelsea_Manning,558,96,2013-08-01T00:00:00.000Z
Project:Articles_for_creation/recent,555,97,2013-08-01T00:00:00.000Z
Big_Brother_(Australian_season_10),553,98,2013-08-01T00:00:00.000Z
Talk:Intelligent_design,552,99,2013-08-01T00:00:00.000Z
Project:Dashboard/Administrative_noticeboards,550,100,2013-08-01T00:00:00.000Z
User:HasteurBot/NRISref,13460,1,2013-09-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6188,2,2013-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,4842,3,2013-09-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,4533,4,2013-09-01T00:00:00.000Z
Project:Sandbox,2737,5,2013-09-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2708,6,2013-09-01T00:00:00.000Z
Project:Requests_for_page_protection,2548,7,2013-09-01T00:00:00.000Z
Project:Reference_desk/Science,2360,8,2013-09-01T00:00:00.000Z
Project:In_the_news/Candidates,2319,9,2013-09-01T00:00:00.000Z
Project:Help_desk,2153,10,2013-09-01T00:00:00.000Z
Project:Arbitration/Requests/Case/Manning_naming_dispute/Workshop,2057,11,2013-09-01T00:00:00.000Z
Project:Administrators'_noticeboard,1802,12,2013-09-01T00:00:00.000Z
Project:Village_pump_(technical),1763,13,2013-09-01T00:00:00.000Z
Project:Reference_desk/Humanities,1722,14,2013-09-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1656,15,2013-09-01T00:00:00.000Z
User talk:Jimbo_Wales,1595,16,2013-09-01T00:00:00.000Z
Talk:Ghouta_chemical_attack,1572,17,2013-09-01T00:00:00.000Z
User:Tigerboy1966/sandbox9,1561,18,2013-09-01T00:00:00.000Z
Project:Reference_desk/Language,1527,19,2013-09-01T00:00:00.000Z
Talk:Chelsea_Manning,1459,20,2013-09-01T00:00:00.000Z
Project:Teahouse,1458,21,2013-09-01T00:00:00.000Z
Deaths_in_2013,1424,22,2013-09-01T00:00:00.000Z
Template:DRN_case_status,1411,23,2013-09-01T00:00:00.000Z
Talk:Chelsea_Manning/October_2013_move_request,1354,24,2013-09-01T00:00:00.000Z
Sports_in_Pittsburgh,1334,25,2013-09-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1287,26,2013-09-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,1197,27,2013-09-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1149,28,2013-09-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,1141,29,2013-09-01T00:00:00.000Z
Project:Open_proxy_detection,1139,30,2013-09-01T00:00:00.000Z
2013_Pacific_typhoon_season,1076,31,2013-09-01T00:00:00.000Z
Talk:Intelligent_design,1074,32,2013-09-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,1053,33,2013-09-01T00:00:00.000Z
Westgate_shopping_mall_attack,1029,34,2013-09-01T00:00:00.000Z
Project:VisualEditor/Feedback,978,35,2013-09-01T00:00:00.000Z
Ghouta_chemical_attack,959,36,2013-09-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,929,37,2013-09-01T00:00:00.000Z
Project:Reference_desk/Computing,927,38,2013-09-01T00:00:00.000Z
User talk:Drmies,910,39,2013-09-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,898,40,2013-09-01T00:00:00.000Z
Prism_(Katy_Perry_album),893,41,2013-09-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,890,42,2013-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,877,43,2013-09-01T00:00:00.000Z
Project talk:Manual_of_Style,866,44,2013-09-01T00:00:00.000Z
Project:Good_article_nominations,859,45,2013-09-01T00:00:00.000Z
,854,46,2013-09-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),853,47,2013-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,835,48,2013-09-01T00:00:00.000Z
User:Kenfyre/sandbox,835,49,2013-09-01T00:00:00.000Z
Project:Dashboard/Requested_moves,816,50,2013-09-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,810,51,2013-09-01T00:00:00.000Z
User:AnomieBOT/SPERTable,801,52,2013-09-01T00:00:00.000Z
Pro_Evolution_Soccer_2014,793,53,2013-09-01T00:00:00.000Z
Project:WikiProject_Articles_for_creation/Help_desk,773,54,2013-09-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,765,55,2013-09-01T00:00:00.000Z
America's_Next_Top_Model_(season_20),748,56,2013-09-01T00:00:00.000Z
Project:Requests_for_undeletion,739,57,2013-09-01T00:00:00.000Z
Project:Changing_username/Simple,725,58,2013-09-01T00:00:00.000Z
IPhone_5S,721,59,2013-09-01T00:00:00.000Z
Just_Dance_2014,713,60,2013-09-01T00:00:00.000Z
Template:AfC_statistics,710,61,2013-09-01T00:00:00.000Z
Project:Categories_for_discussion/Speedy,706,62,2013-09-01T00:00:00.000Z
Template talk:Did_you_know,705,63,2013-09-01T00:00:00.000Z
Template:NUMBEROF/data,697,64,2013-09-01T00:00:00.000Z
Washington_Navy_Yard_shooting,681,65,2013-09-01T00:00:00.000Z
Project:Community_portal/Opentask,674,66,2013-09-01T00:00:00.000Z
User:JamesR/AdminStats,674,67,2013-09-01T00:00:00.000Z
User:JaGa/Short_leaderboard,670,68,2013-09-01T00:00:00.000Z
George_Edalji,650,69,2013-09-01T00:00:00.000Z
Project:Village_pump_(policy),650,70,2013-09-01T00:00:00.000Z
Project:Toolserver/status,647,71,2013-09-01T00:00:00.000Z
Project talk:Article_titles,631,72,2013-09-01T00:00:00.000Z
User talk:Mark_Arsten,626,73,2013-09-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_17),619,74,2013-09-01T00:00:00.000Z
User:Jockzain/sandbox,618,75,2013-09-01T00:00:00.000Z
Talk:Occupational_health_psychology,609,76,2013-09-01T00:00:00.000Z
User:ClueBot_II/dino,593,77,2013-09-01T00:00:00.000Z
Project talk:WikiProject_Football,587,78,2013-09-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,572,79,2013-09-01T00:00:00.000Z
Project:GLAM/World_Digital_Library/Outcomes,570,80,2013-09-01T00:00:00.000Z
Project:Reference_desk/Entertainment,566,81,2013-09-01T00:00:00.000Z
Project:WikiProject_National_Register_of_Historic_Places/Unused_images,561,82,2013-09-01T00:00:00.000Z
List_of_named_passenger_trains_in_India,558,83,2013-09-01T00:00:00.000Z
Project:WikiProject_Guild_of_Copy_Editors/Backlog_elimination_drives/September_2013,556,84,2013-09-01T00:00:00.000Z
Project:Village_pump_(proposals),530,85,2013-09-01T00:00:00.000Z
Project talk:WikiProject_Medicine,528,86,2013-09-01T00:00:00.000Z
Battle_for_Baby_700,524,87,2013-09-01T00:00:00.000Z
Project talk:Vital_articles/Level/4,524,88,2013-09-01T00:00:00.000Z
2013_Asian_Women's_Volleyball_Championship,522,89,2013-09-01T00:00:00.000Z
Project:Articles_for_creation/recent,522,90,2013-09-01T00:00:00.000Z
Stanley_Park,521,91,2013-09-01T00:00:00.000Z
Project:Reference_desk/Mathematics,520,92,2013-09-01T00:00:00.000Z
Template:Vandalism_information,516,93,2013-09-01T00:00:00.000Z
Shraddha_Kapoor,515,94,2013-09-01T00:00:00.000Z
Project:Requests_for_comment/Template_editor_user_right,514,95,2013-09-01T00:00:00.000Z
Roar_(song),510,96,2013-09-01T00:00:00.000Z
2013_Atlantic_hurricane_season,508,97,2013-09-01T00:00:00.000Z
Project:Featured_article_candidates/Sea/archive1,498,98,2013-09-01T00:00:00.000Z
EuroBasket_2013,497,99,2013-09-01T00:00:00.000Z
User:Pdebee,497,100,2013-09-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,6342,1,2013-10-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5797,2,2013-10-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,5422,3,2013-10-01T00:00:00.000Z
User:Newestcastleman,4262,4,2013-10-01T00:00:00.000Z
Project:Sandbox,3243,5,2013-10-01T00:00:00.000Z
Project:Administrators'_noticeboard,2838,6,2013-10-01T00:00:00.000Z
Project:Requests_for_page_protection,2772,7,2013-10-01T00:00:00.000Z
Project:Help_desk,2579,8,2013-10-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2269,9,2013-10-01T00:00:00.000Z
Project:Reference_desk/Science,2257,10,2013-10-01T00:00:00.000Z
Project:Reference_desk/Humanities,2034,11,2013-10-01T00:00:00.000Z
,2024,12,2013-10-01T00:00:00.000Z
Project:In_the_news/Candidates,1755,13,2013-10-01T00:00:00.000Z
User:Rankersbo/CSD_log_Jan_2014,1741,14,2013-10-01T00:00:00.000Z
User talk:Jimbo_Wales,1626,15,2013-10-01T00:00:00.000Z
2013_United_States_federal_government_shutdown,1605,16,2013-10-01T00:00:00.000Z
Project:Reference_desk/Language,1554,17,2013-10-01T00:00:00.000Z
2013_Pacific_typhoon_season,1537,18,2013-10-01T00:00:00.000Z
Project:Open_proxy_detection,1537,19,2013-10-01T00:00:00.000Z
Deaths_in_2013,1482,20,2013-10-01T00:00:00.000Z
Project:Version_1.0_Editorial_Team/Legal_articles_by_quality_log,1451,21,2013-10-01T00:00:00.000Z
Talk:Rupert_Sheldrake,1442,22,2013-10-01T00:00:00.000Z
Template:DRN_case_status,1390,23,2013-10-01T00:00:00.000Z
Project:Village_pump_(technical),1360,24,2013-10-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,1357,25,2013-10-01T00:00:00.000Z
Project:Teahouse,1352,26,2013-10-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1270,27,2013-10-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1133,28,2013-10-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,1133,29,2013-10-01T00:00:00.000Z
Project:Non-free_content_review,1086,30,2013-10-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,1081,31,2013-10-01T00:00:00.000Z
The_Voice_(American_season_5),1053,32,2013-10-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,982,33,2013-10-01T00:00:00.000Z
Project:Categories_for_discussion/Speedy,969,34,2013-10-01T00:00:00.000Z
Project:Good_article_nominations,945,35,2013-10-01T00:00:00.000Z
Project talk:No_paid_advocacy,936,36,2013-10-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,924,37,2013-10-01T00:00:00.000Z
Project:WikiProject_Articles_for_creation/Help_desk,916,38,2013-10-01T00:00:00.000Z
America's_Next_Top_Model_(season_20),905,39,2013-10-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,902,40,2013-10-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_17),896,41,2013-10-01T00:00:00.000Z
Gravity_(2013_film),884,42,2013-10-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,884,43,2013-10-01T00:00:00.000Z
Project:Changing_username/Simple,853,44,2013-10-01T00:00:00.000Z
Project:Tutorial_(historical)/Editing/sandbox,844,45,2013-10-01T00:00:00.000Z
User talk:Mark_Arsten,835,46,2013-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,830,47,2013-10-01T00:00:00.000Z
User:AnomieBOT/SPERTable,821,48,2013-10-01T00:00:00.000Z
Talk:Chelsea_Manning/October_2013_move_request,820,49,2013-10-01T00:00:00.000Z
Template talk:Did_you_know,809,50,2013-10-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),798,51,2013-10-01T00:00:00.000Z
Project:Reference_desk/Entertainment,775,52,2013-10-01T00:00:00.000Z
Project:Reference_desk/Computing,773,53,2013-10-01T00:00:00.000Z
User:Tigerboy1966/sandbox9,773,54,2013-10-01T00:00:00.000Z
Project:Did_you_know/DYK_hook_count,772,55,2013-10-01T00:00:00.000Z
Project:Dashboard/Requested_moves,766,56,2013-10-01T00:00:00.000Z
Talk:Chelsea_Manning,757,57,2013-10-01T00:00:00.000Z
Project:Dispute_resolution_noticeboard,755,58,2013-10-01T00:00:00.000Z
Template:NUMBEROF/data,734,59,2013-10-01T00:00:00.000Z
The_X_Factor_(American_season_3),734,60,2013-10-01T00:00:00.000Z
User talk:Drmies,715,61,2013-10-01T00:00:00.000Z
Fluorine,666,62,2013-10-01T00:00:00.000Z
Project:Community_portal/Opentask,661,63,2013-10-01T00:00:00.000Z
User:Tigerboy1966/sandbox11,661,64,2013-10-01T00:00:00.000Z
Project:Village_pump_(policy),653,65,2013-10-01T00:00:00.000Z
Just_Dance_2014,647,66,2013-10-01T00:00:00.000Z
Olympic_Studios,642,67,2013-10-01T00:00:00.000Z
User:JamesR/AdminStats,632,68,2013-10-01T00:00:00.000Z
User:ClueBot_II/dino,631,69,2013-10-01T00:00:00.000Z
Project talk:WikiProject_Medicine,627,70,2013-10-01T00:00:00.000Z
Strictly_Come_Dancing_(series_11),624,71,2013-10-01T00:00:00.000Z
